,population density P,proportion A
47157,459.713489,0.138415303
47179,155.6912838,0.183138726
47035,34.48067336,0.313453582
47085,13.17055118,0.19875711
47167,50.27361649,0.148817529
47189,97.93160341,0.156448818
47109,17.71483542,0.205492168
47051,28.70341552,0.203460369
47061,14.46513102,0.204834418
47019,62.60564814,0.219351175
47163,142.1745066,0.217289867
47003,40.85540281,0.145311225
47045,27.01475227,0.176456205
47165,139.3493523,0.159686171
47171,37.15248904,0.231687587
47007,14.156199,0.190185694
47129,15.54382643,0.181883024
47065,245.6127464,0.177101054
47083,15.46899371,0.205477799
47037,526.4068789,0.122072476
47079,20.96048918,0.232981366
47101,17.20097413,0.210124772
47063,141.7030468,0.175565891
47073,43.8409062,0.212961004
47117,35.23444148,0.161388994
47071,17.37317413,0.232366537
47107,47.58971908,0.20024404
47177,36.43196678,0.177062473
47039,12.79998295,0.23119972
47041,23.56809951,0.188016735
47033,20.21661884,0.185092007
47057,30.04015278,0.208032299
47141,76.603868,0.161396566
47143,37.72224162,0.187631187
47159,23.63711245,0.165821323
47049,14.30968552,0.223670688
47149,211.2993362,0.105656797
47161,10.68827416,0.202475103
47001,86.40346472,0.198711551
47081,15.70155651,0.173778652
47017,18.3066798,0.19969062
47099,27.59085287,0.176902174
47009,92.1966875,0.204062475
47175,8.675222301,0.235732815
47127,19.14227101,0.217532468
47087,14.03883995,0.225187226
47027,11.2876102,0.248153034
47067,11.51926317,0.21843567
47135,7.653949519,0.212479122
6013,592.4211651,0.160348391
6065,127.804654,0.148353598
6011,7.296753847,0.146409599
6071,41.89082277,0.119624506
6035,2.680435187,0.147526961
6079,32.82329261,0.206824032
6075,7139.329594,0.16014074
6083,62.93005562,0.156180001
6087,234.2699975,0.173083029
6055,67.30805476,0.198930536
6093,2.684716854,0.263153118
6101,63.27743956,0.157111887
6019,64.80590884,0.124673077
6077,211.0298016,0.129779398
6095,196.8620686,0.161952497
6067,615.8942308,0.143999066
6039,28.03754009,0.141855137
6057,40.5794263,0.282304841
6015,10.56770448,0.186520094
6061,104.1214341,0.197368714
6017,41.35507555,0.21930655
6081,645.1476685,0.163043933
6041,186.6021225,0.223348493
6021,8.428928427,0.160748245
6107,37.76125619,0.115170487
6097,118.8912635,0.201000307
6007,48.76876032,0.176832207
6025,15.47629609,0.131960404
6027,0.718086841,0.234619834
6111,175.5254615,0.161122962
6045,10.07148561,0.2315755
6051,1.628729124,0.167108552
6059,1540.815689,0.150657186
6069,17.83454531,0.130665005
6031,42.30231599,0.103655418
6105,1.942033844,0.290306566
6029,42.99612927,0.1125745
6089,18.30243513,0.208846167
6103,8.587072929,0.195102686
6005,25.80440149,0.272293741
6009,16.87206158,0.282461797
6043,4.522006945,0.288917435
6053,51.17486953,0.139082306
6109,9.448385491,0.268301453
6099,141.0688217,0.132362783
6063,2.927638589,0.295695665
6115,48.95330554,0.12858859
6001,866.1678823,0.141596066
6033,19.83327991,0.22931338
6073,298.9949631,0.144758095
6047,54.89137822,0.113959567
6037,944.6171406,0.140660014
6085,575.1896304,0.136884199
6113,81.84904182,0.128964137
6023,14.60967839,0.184666794
6049,0.800606661,0.281167414
20055,11.40678382,0.111943015
20115,4.794828784,0.229508197
20173,200.542976,0.149071465
20059,17.3966071,0.171650695
20195,1.204594861,0.254545455
20001,9.574435826,0.204999201
20031,4.938020078,0.217729393
20099,11.93979855,0.194641177
20169,29.08548883,0.184337993
20091,491.1144255,0.148554545
20061,35.0814473,0.088280931
20181,2.168096703,0.193553831
20009,10.93944186,0.197717737
20015,17.99185459,0.154075635
20103,67.52103764,0.15076739
20209,418.9301224,0.124126194
20155,18.79500804,0.197097749
20117,4.285798277,0.214371138
20139,8.462708743,0.200253727
20011,8.684268784,0.19377524
20113,12.96577151,0.196320439
20029,4.862987785,0.20475927
20111,14.53312829,0.154981664
20167,2.874693507,0.244806456
20013,6.418729125,0.208399116
20045,96.71389396,0.127640408
20067,4.935720531,0.13601741
20085,7.770396936,0.192124556
20133,10.63124663,0.193962264
20003,5.184737354,0.20296145
20151,4.805739489,0.202665793
20191,7.294721874,0.191633893
20021,12.65909461,0.191304797
20037,25.29653009,0.155654204
20149,11.36640258,0.145049915
20005,14.56404356,0.170000612
20041,8.346167781,0.201076028
20079,24.30483609,0.198183368
20125,18.67025897,0.200082561
20121,22.38760501,0.171233878
20175,13.24735126,0.103082457
20087,12.74618227,0.191830065
20161,44.70665438,0.094797399
20193,2.851327718,0.173392182
20145,3.201679011,0.224496322
20035,11.78764272,0.18374139
20177,124.3937967,0.185107346
20159,5.001560636,0.192022067
20057,12.05243836,0.112371675
20205,5.794438059,0.222041952
20051,12.41827649,0.152237774
20131,5.520912046,0.195639478
20143,3.069341531,0.204747774
20043,7.288399773,0.194300173
20197,3.322257746,0.202879581
20171,2.773552771,0.191576087
20053,3.409418719,0.227358195
20201,2.378792554,0.234358047
20123,3.112267091,0.228245856
20073,2.01699604,0.25589897
20107,6.111337988,0.223102585
20027,4.780620591,0.230826141
20095,3.330641095,0.207413355
20127,2.963552135,0.248376925
20189,2.786213373,0.15450562
20077,2.641356916,0.216939891
20007,1.437736596,0.237701041
20069,2.513159404,0.162687887
35049,31.2732255,0.261566583
35028,68.67288606,0.178115345
35017,2.742767689,0.285729488
35037,1.171665859,0.261923825
35047,2.215610684,0.235166532
35001,223.7159579,0.171119311
35027,1.619128764,0.299565775
35035,3.949669951,0.166506965
35025,6.538079829,0.10920397
35031,5.160101404,0.1287035
35059,0.411446243,0.228074473
35041,3.018214024,0.145663957
35019,0.566816594,0.198202247
35061,27.55695302,0.181518758
35005,4.138920981,0.158941617
35057,1.736570159,0.221963859
35053,0.963619618,0.196697602
35055,6.042305239,0.287242679
35007,1.269343472,0.27374031
35045,8.484215635,0.157833742
35015,5.72864191,0.141140033
35013,22.20271581,0.164034996
35006,2.309092911,0.171885925
35023,0.467993221,0.223498445
35043,15.47208594,0.188673287
35029,3.30795675,0.20750413
35009,13.26892005,0.127348945
35039,2.643571562,0.203741328
35051,1.054021214,0.378207898
54029,127.8000178,0.23576118
54025,12.43564243,0.236648167
54039,76.65686942,0.210938926
54051,37.87257655,0.229245005
54075,3.22802224,0.263057568
54077,20.29881368,0.196416567
54035,22.76764366,0.205310881
54027,13.8443924,0.232094916
54055,54.77159617,0.221963322
54089,12.56914261,0.25988134
54097,25.94142841,0.209195885
54049,69.7515966,0.194873346
54061,111.7209303,0.128301566
54005,16.7184894,0.208033381
54031,9.451151324,0.221825813
54033,61.15226064,0.195573019
54007,9.318199696,0.234556993
54001,17.43021105,0.205237633
54045,27.67381157,0.210843004
54065,28.72747897,0.24334935
54103,15.45774587,0.225281948
54019,23.40559126,0.218536176
54041,16.89211757,0.205214021
54003,146.6666916,0.148957608
54067,14.52521117,0.227208064
54057,31.62436714,0.22100104
54009,94.08024413,0.242472618
54037,105.396331,0.16745516
54079,63.32989412,0.187113734
54083,10.37957801,0.216768697
54011,126.558023,0.192820121
54069,150.6364103,0.220405278
54081,47.28097859,0.212193127
54087,11.20563188,0.223410322
54091,36.74959984,0.206058429
54053,22.11317692,0.214333425
54099,29.41333945,0.214989227
54107,86.42961653,0.205606701
54109,16.46611568,0.21992613
54047,13.79966692,0.204080565
54063,10.09579303,0.249070932
54023,8.831680926,0.24744898
54095,12.30804293,0.231334297
54059,21.48939682,0.198532219
54085,7.194766135,0.218920199
54043,18.01540655,0.199012515
54093,6.202704327,0.270306258
54073,21.97228314,0.186535948
54101,5.81988736,0.239766082
54105,8.555292606,0.208389455
49001,1.056439148,0.139199321
49005,43.8969578,0.097267907
49041,4.330675194,0.164961875
49045,3.85652666,0.091584261
49037,0.706625591,0.143113071
49049,118.84281,0.076403486
49013,2.331342168,0.123087125
49007,5.314894598,0.180887539
49003,3.314063614,0.12791343
49011,220.743161,0.103533272
49019,1.013436024,0.189569536
49039,6.860326542,0.141083799
49015,0.849237126,0.17412986
49021,6.703144673,0.13050309
49047,3.05607237,0.114905088
49027,0.733858248,0.170812476
49043,8.705148812,0.137725116
49057,153.6182001,0.118268006
49029,7.780116579,0.12079063
49051,11.13271681,0.12345466
49053,28.64933483,0.219464707
49023,1.337202651,0.118780778
49035,568.6839921,0.110825747
49025,0.720818287,0.234411688
49017,0.37708306,0.227880456
34011,118.8718404,0.151959004
34027,408.8737969,0.172978747
34015,346.9025619,0.159928277
34035,437.8561749,0.159601915
34009,129.5428338,0.276343138
34023,1051.512262,0.152631713
34033,71.84541994,0.187012186
34013,2599.960339,0.135922983
34037,104.1720329,0.180744696
34001,174.1190122,0.18516333
34041,116.8913647,0.184454153
34031,1022.749047,0.150462619
34019,113.9669258,0.192718108
34017,5346.435169,0.120448419
34039,2136.011948,0.144357562
34005,217.6521231,0.174148947
34029,326.573769,0.221770618
34003,1499.421567,0.174057252
34007,889.7766852,0.158208818
34025,512.2148149,0.179309895
34021,654.2039199,0.150487442
10005,93.74381298,0.284301211
10001,117.665192,0.174625257
10003,507.2555961,0.160085717
26089,22.94507367,0.322511211
26123,22.43519764,0.196890881
26029,22.26267823,0.252456248
26161,199.2728134,0.144974722
26115,107.0040968,0.185895531
26107,26.88988627,0.198332746
26125,543.3116979,0.17275789
26005,55.33747828,0.169706424
26129,13.97256134,0.259100539
26147,83.06644173,0.192313208
26069,17.23820903,0.299084314
26091,50.50252793,0.192512724
26063,14.52247631,0.25816931
26081,291.8780246,0.139210033
26159,46.92366031,0.186134815
26163,1098.064016,0.156284526
26007,18.8567495,0.238240177
26021,102.7971379,0.20090981
26049,241.867322,0.177907375
26101,17.36416749,0.265401518
26039,8.924637601,0.261026865
26127,18.885265,0.212560024
26055,75.1419186,0.205887602
26079,12.16727258,0.208628282
26157,25.34340188,0.207831664
26031,12.44669791,0.279137028
26065,196.518582,0.139652588
26103,13.66169241,0.194491994
26141,7.344573045,0.322913459
26059,29.15008184,0.202124404
26137,18.46142441,0.214994619
26145,90.12455522,0.195225347
26085,8.150061062,0.260869565
26113,10.14559408,0.208170043
26117,35.74233124,0.172136809
26149,45.23556621,0.180762036
26139,198.5623406,0.155930224
26155,48.68787416,0.189250312
26121,128.1760327,0.175052651
26151,16.30087243,0.220870679
26019,20.00087641,0.267924738
26041,12.06288498,0.249166734
26051,19.03609594,0.267459723
26135,5.565765297,0.279075426
26009,17.26455047,0.2760181
26067,44.53916466,0.145783114
26047,27.3451574,0.232329747
26093,128.0573933,0.18010327
26133,15.4539703,0.211602306
26057,28.26003365,0.17173507
26071,3.717410819,0.304822488
26143,15.64387976,0.329780431
26015,41.83465689,0.185770814
26119,6.297693243,0.321139987
26165,22.64526115,0.196121522
26111,61.16255787,0.191742427
26027,39.23871442,0.215070644
26037,53.26649253,0.1767724
26105,22.03100519,0.24658383
26035,20.75859109,0.240611736
26033,8.709197434,0.184677704
26075,85.72122177,0.180152148
26077,174.391257,0.152928993
26025,72.292361,0.17946045
26043,12.93889874,0.227239453
26045,72.86325133,0.190299089
26109,8.646456666,0.251670284
26017,89.60210618,0.207250493
26073,43.11890047,0.132477172
26011,15.79164185,0.25394921
26023,33.39199496,0.184476188
26061,13.88828547,0.175188735
26053,4.865092713,0.282623817
26087,51.71389602,0.18788084
26099,704.0198003,0.173285944
26001,5.664273777,0.358639001
26097,3.900311071,0.29076639
26003,3.649204324,0.255545496
26153,2.550474605,0.271677019
26095,2.678541096,0.212503898
26013,3.438577669,0.22767419
26131,1.694955154,0.374161362
28133,14.17763271,0.14577237
28091,17.18493428,0.185686812
28043,18.57462449,0.183087521
28107,18.17946841,0.166280155
28051,8.5805061,0.158148562
28003,33.40451568,0.184193864
28127,16.95993916,0.181993297
28013,8.709181206,0.198446807
28025,17.28339112,0.187409435
28087,44.00949507,0.162701041
28159,11.20755996,0.210273779
28101,14.17632997,0.169343477
28111,6.827061381,0.186739659
28117,23.08057462,0.174758058
28145,25.73352898,0.165233349
28157,4.817126498,0.18038896
28021,7.034041814,0.171756979
28113,37.87360756,0.172494172
28121,75.15832212,0.158688107
28097,9.291100749,0.221000102
28161,9.734640528,0.211664797
28017,13.09597883,0.178959673
28001,23.37508074,0.205328729
28109,26.454306,0.19227824
28011,13.16984008,0.165364751
28115,24.02906925,0.150543496
28041,7.266759914,0.152067947
28059,74.05700008,0.162288387
28071,31.70974082,0.129340309
28141,16.37606993,0.209398536
28031,17.0472816,0.168911917
28061,9.32037767,0.209323639
28105,43.27491832,0.114913009
28147,13.24243587,0.200446557
28035,64.14104361,0.134566669
28065,10.67419803,0.229858657
28093,18.35647152,0.179954374
28007,9.369236823,0.191099184
28039,19.41353344,0.147204994
28123,17.69356498,0.151870244
28027,14.15666773,0.157774141
28023,8.685631011,0.21409353
28033,144.3207305,0.131297487
28067,37.07194846,0.171450241
28073,49.55035919,0.141982902
28103,5.66551179,0.170152739
28129,8.601758288,0.201576577
28151,22.79983855,0.168514314
28163,11.05170277,0.138462114
28085,22.88697272,0.171340992
28045,36.75956679,0.206523628
28139,18.3168388,0.170906091
28049,100.1456166,0.149419736
28131,15.78210052,0.165739529
28077,10.63724714,0.18682874
28143,7.935591977,0.128129151
28149,27.88626753,0.173610645
28083,18.03816181,0.148154682
28095,17.08762306,0.196916055
28155,9.048549504,0.183293027
28057,17.04421474,0.175173917
28075,39.38596041,0.180115372
28029,14.04518843,0.179491699
28047,136.6911127,0.155823986
28081,70.99244118,0.149728258
28137,26.36359445,0.165532476
28089,56.76673128,0.14348798
28153,9.379740784,0.170441905
28099,19.63978724,0.16227829
28079,14.02372402,0.174595713
28069,4.518804347,0.210842703
28005,6.708209221,0.243298483
28135,7.525455112,0.166456891
28009,7.222727005,0.188726131
28015,6.080989908,0.236123612
28053,6.977773343,0.176779987
28119,5.865894075,0.181317792
28063,5.307725198,0.179437707
56007,0.705615087,0.177433781
56019,0.783210786,0.258698225
56003,1.411712059,0.214093552
56035,0.683894047,0.215562686
56001,3.326791925,0.124929186
56029,1.645770765,0.24248152
56041,3.785513671,0.152604549
56005,3.784865459,0.111949819
56037,1.557851033,0.133590405
56023,1.850113772,0.184148708
56031,1.575659417,0.259620974
56025,5.753003877,0.157854588
56043,1.324652891,0.224899075
56013,1.637688482,0.193067414
56015,2.16644954,0.227527191
56033,4.734384985,0.215771259
56009,1.247251851,0.172060214
56021,14.45962735,0.164527619
56039,2.139186412,0.161685889
56045,1.102727343,0.211465341
56011,0.968938342,0.21432553
56017,0.891001983,0.277982247
32027,0.42343197,0.168672886
32031,28.75461895,0.167151429
32029,5.98872833,0.327073171
32013,0.691971209,0.148518861
32015,0.401302821,0.162916449
32033,0.394315251,0.187858087
32001,1.962600311,0.191707814
32019,11.29821237,0.214109663
32023,1.095270291,0.304586338
32005,25.89064819,0.302574674
32003,108.5232301,0.15142917
32510,144.2555661,0.20385022
32007,1.206941238,0.120111732
32021,0.461524843,0.258730507
30095,1.921042675,0.237617135
30043,2.818248986,0.226287039
30081,7.12274782,0.264698558
30001,0.650935692,0.233198208
30053,2.07297931,0.296614477
30049,7.856155016,0.1917289
30035,1.756559888,0.124192495
30027,1.018844549,0.245129728
30093,18.92355148,0.190225436
30009,1.965252121,0.259765065
30013,12.05255421,0.18848701
30089,1.720742613,0.315454106
30007,2.118097098,0.233948339
30105,0.579656554,0.237328405
30003,1.012714257,0.137066667
30067,2.364778104,0.237114602
30023,4.919226514,0.252865025
30083,2.115979405,0.15547242
30041,2.165902287,0.151554166
30057,0.926460381,0.305668251
30021,1.453120063,0.202146691
30029,7.688697566,0.203355885
30031,17.48116495,0.127902285
30017,1.211181426,0.198247536
30047,7.290114829,0.229465031
30063,17.4389146,0.162252919
30111,24.06956874,0.173167163
30077,1.152836373,0.203167747
30085,1.764691551,0.116225227
30087,0.64204221,0.165206959
30005,0.643575498,0.156445202
30061,1.434104542,0.290664313
30073,1.391934827,0.213111977
30099,1.052284458,0.229039512
41003,54.29335849,0.167067649
41019,8.484456041,0.258401302
41057,9.424672674,0.267143796
41039,32.07208603,0.198136732
41061,4.972540534,0.205725191
41025,0.283774081,0.251865672
41043,21.55118107,0.189004051
41027,17.3930192,0.168849041
41045,1.229542187,0.171856686
41041,19.6329993,0.299311494
41031,5.293252615,0.194303901
41015,5.543060733,0.347590618
41007,18.63937431,0.234711267
41055,0.867922887,0.247317597
41029,30.82102282,0.223860608
41047,112.3580499,0.159252407
41049,2.303897255,0.158296406
41013,3.204380168,0.250990379
41017,25.11542837,0.202924575
41001,2.088678379,0.261352048
41033,20.75954418,0.264440105
41035,4.374407076,0.216410493
41037,0.377708533,0.251623178
41065,4.310055464,0.208886389
41023,0.618064421,0.306415929
41053,45.47112031,0.183413206
41071,58.03741069,0.177459481
41051,678.1914949,0.138055574
41005,86.61745992,0.186213508
41059,9.591258848,0.158335727
41067,319.6894,0.136705926
41009,29.54066043,0.193048505
41011,15.43645075,0.266905888
41063,0.907721901,0.289366883
33011,183.3266631,0.160408854
33017,132.3794973,0.15713358
33001,52.44236362,0.227180687
33019,30.15716941,0.222188676
33007,6.608153678,0.250767754
33005,40.56477559,0.208033589
33009,20.14936988,0.214371941
33015,167.2301949,0.185686549
33003,19.50584087,0.286877557
33013,62.30340135,0.184870453
13013,197.82588,0.125407166
13085,48.22894304,0.199432751
13253,13.76174439,0.238854895
13267,19.19114308,0.150634162
13279,28.1035443,0.167542367
13025,15.5445827,0.170856223
13251,8.278478229,0.197511554
13285,60.07425487,0.153717627
13313,136.447119,0.143476528
13005,15.03840648,0.170256686
13131,21.99106831,0.182954719
13231,33.22973831,0.159669649
13277,59.3483359,0.154290688
13261,23.21020375,0.172446395
13295,58.4322251,0.186806202
13055,30.74143249,0.178654385
13269,7.941412195,0.209751728
13297,113.0650581,0.15844575
13065,3.154596693,0.167037532
13071,31.80899662,0.15767454
13177,35.35304207,0.130683874
13029,38.14576041,0.105585481
13149,14.61859241,0.171443597
13213,44.52050646,0.15151591
13257,56.2017463,0.203555024
13291,28.88905289,0.337217801
13067,858.6950527,0.126836546
13129,61.94031879,0.154021271
13083,35.9991378,0.198658379
13133,17.96816451,0.291386877
13241,17.269686,0.277402536
13283,12.2013912,0.177159819
13115,73.39584441,0.1662271
13151,284.5245371,0.119026352
13163,11.44458513,0.185868873
13189,31.34145941,0.181431478
13215,361.214301,0.138691952
13271,10.83981456,0.178502725
13103,51.74317138,0.118725973
13183,15.43704643,0.10149771
13235,15.13270147,0.220621068
13075,28.50177525,0.163242804
13137,63.68115682,0.185471608
13155,10.27125759,0.180275277
13315,8.849155166,0.187243268
13111,24.92510472,0.299790688
13161,16.99068193,0.155241253
13179,46.54064658,0.095999755
13187,45.48455621,0.174838748
13287,11.98196002,0.194157503
13123,28.08646377,0.258700437
13135,845.060069,0.1038811
13147,38.80833311,0.222734136
13223,207.0965128,0.110022174
13117,392.4251077,0.12137914
13165,9.498223648,0.171277086
13191,8.923873431,0.279230839
13219,86.57641535,0.157639121
13023,22.16910045,0.172427493
13107,12.73102708,0.162274923
13051,230.9695153,0.158714624
13069,27.58576135,0.14100065
13167,11.562973,0.193948629
13227,55.10666938,0.220251716
13053,14.70430757,0.047877901
13169,27.6679764,0.178076394
13311,44.61394611,0.22823874
13171,38.39949825,0.170937399
13205,16.33439131,0.172402702
13221,12.94750949,0.189531903
13059,409.9311418,0.1170436
13211,21.88015963,0.201522615
13281,28.05840953,0.354099936
13321,13.94440793,0.192885337
13021,238.2183826,0.159710703
13057,236.9389874,0.146965048
13159,15.06553523,0.175668266
13247,273.1980783,0.149808048
13087,18.18066314,0.168176246
13139,182.6499326,0.155774833
13015,89.52359947,0.141932285
13305,17.92681133,0.161219682
13173,19.09549401,0.145097642
13293,32.63233002,0.184693141
13193,11.47899548,0.182615894
13209,13.57018663,0.178164925
13237,23.59932491,0.244138056
13105,20.25525146,0.211426826
13157,85.44310818,0.143442407
13097,276.9032073,0.117892038
13109,22.24726102,0.164299638
13229,22.15245671,0.167740299
13255,130.16955,0.181631804
13275,31.98234542,0.183704221
13099,8.106303276,0.188035764
13119,33.9598846,0.188823429
13011,29.70380733,0.178375381
13027,12.63477684,0.205508864
13127,70.01393363,0.215171598
13245,242.6391904,0.144789766
13073,195.6967026,0.141558716
13089,1088.371354,0.127068058
13019,15.30621677,0.171595352
13175,23.37049162,0.179402865
13043,17.03830528,0.185839097
13091,15.33741849,0.186290685
13143,40.77334938,0.159240566
13145,28.29571176,0.186897825
13113,230.6054895,0.188201139
13195,40.72109294,0.173825013
13217,155.5536633,0.131212953
13233,52.99047034,0.153602016
13039,30.81456538,0.141349595
13273,10.50152195,0.197844077
13009,62.99952751,0.167073923
13077,126.4929219,0.142908944
13121,770.3640675,0.118883446
13141,7.055322019,0.239697802
13035,52.22040937,0.156667715
13049,6.158528539,0.146292745
13017,26.13253263,0.176922182
13047,161.29639,0.179243893
13093,10.88779328,0.210545098
13033,11.3648165,0.162885257
13225,71.38504159,0.163153005
13303,11.2755752,0.175102531
13001,13.89538063,0.176307943
13045,91.28191236,0.137925825
13153,166.1887468,0.129416653
13199,15.75319005,0.20557711
13207,27.08824451,0.189369008
13299,15.42249254,0.170772754
13031,44.62836297,0.117306582
13003,9.273776866,0.139633116
13063,799.9962309,0.097480653
13081,27.62105979,0.193263116
13095,98.86388406,0.165922628
13197,7.887010849,0.206395736
13319,7.578025419,0.198197183
13185,89.35033542,0.125068712
13317,7.783930466,0.23342397
13263,5.606549176,0.259285092
13079,14.33403296,0.192364776
13289,8.538379496,0.231929212
13201,8.164678493,0.217166667
13181,11.53914092,0.245935752
13243,5.750394854,0.249493848
13301,7.014637187,0.223800384
13249,10.44612462,0.175021988
51065,36.16970204,0.202517246
51067,29.56424577,0.236767217
51013,3543.980835,0.110512818
51029,11.14021435,0.196245024
51640,314.0303711,0.177100372
51680,616.045163,0.142139304
51720,189.8398734,0.185014877
51059,1105.602821,0.138562837
51005,13.06190982,0.252448886
51678,1127.616689,0.148476984
51003,59.81129602,0.190924863
51161,149.0292078,0.213182573
51183,8.486465318,0.186662972
51105,19.58240338,0.221946599
51760,1399.58478,0.132850433
51770,901.4314145,0.169866219
51167,20.90240207,0.22533354
51025,10.7488315,0.216142875
51127,39.60467719,0.177998605
51820,567.3107042,0.17962696
51027,15.59482478,0.227793344
51033,22.21379717,0.165441534
51049,12.46960264,0.223749483
51081,14.82384684,0.158897375
51095,193.6447442,0.259453312
51109,28.49587096,0.201851212
51740,1062.2997,0.14823515
51750,619.9087115,0.094592072
51163,14.58469399,0.262537524
51037,9.328828987,0.221364779
51191,36.78506602,0.236521062
51610,2773.637201,0.149375895
51087,528.3326712,0.159301468
51195,34.39940069,0.191760341
51047,53.05254449,0.159714558
51131,13.79301766,0.277420406
51041,321.8279242,0.152537624
51079,50.71501521,0.181667802
51051,16.35757512,0.231313703
51125,12.03577626,0.278973734
51155,39.62837187,0.227196071
51053,21.2765186,0.181811675
51115,33.63498884,0.310090238
51179,217.4552133,0.10724549
51159,17.65334741,0.214710169
51580,392.4211374,0.194884287
51107,312.0976558,0.097936369
51700,1025.173007,0.13114446
51149,58.92605345,0.125017438
51175,11.53941608,0.207666667
51015,30.83562376,0.21373169
51069,85.06875305,0.176092236
51137,40.73104216,0.202923783
51199,216.9337437,0.165477074
51660,1150.970029,0.098166377
51187,72.19423052,0.164190467
51007,14.28424272,0.19826546
51021,6.755461966,0.237047665
51043,32.07640915,0.216406303
51550,274.5182711,0.135361653
51143,23.88140225,0.232701908
51630,1028.406673,0.111822114
51121,98.94037171,0.13107833
51800,87.5199916,0.147271379
51133,21.59955388,0.373257877
51169,15.4584421,0.248272984
51173,25.42556029,0.225529345
51057,15.43451766,0.235566038
51075,32.8625513,0.22672867
51730,564.0154949,0.167827152
51071,17.94039665,0.217008099
51073,60.24375872,0.195686426
51085,89.92320728,0.182010784
51830,654.3701709,0.165055473
51520,512.9740046,0.218131134
51061,43.26032267,0.165177348
51177,130.5418034,0.142863261
51113,16.61519782,0.222455025
51510,3999.533913,0.119249486
51083,15.83729021,0.248736186
51600,1487.069247,0.143703152
51620,377.9745677,0.192392368
51171,33.36179551,0.215501245
51710,1537.635916,0.120183359
51135,19.12788177,0.183270497
51035,23.57312535,0.254338432
51650,904.7855316,0.15780456
51735,245.0867013,0.19243738
51147,23.84970855,0.162570369
51001,22.96039672,0.240918068
51790,498.7325633,0.208946531
51185,30.05191504,0.227093998
51810,578.6267897,0.14674107
51031,42.45507884,0.203917485
51595,320.5095186,0.191360167
51093,46.23920995,0.194918547
51101,24.06491704,0.162090843
51089,51.19467719,0.239985083
51141,13.9957641,0.26871096
51775,670.4001143,0.192291001
51011,18.56821533,0.204889551
51111,10.662845,0.226541555
51690,472.471242,0.175593472
51139,29.244744,0.216837488
51103,29.447263,0.367298361
51540,1757.008634,0.123558095
51670,822.1366616,0.154096652
51099,55.43662002,0.135383925
51019,39.54460791,0.219857799
51145,44.68770332,0.188906832
51840,1182.50391,0.163525814
51153,544.1164845,0.103257984
51570,900.6627237,0.191084205
51685,2190.494581,0.080734158
51197,23.51453367,0.215969743
51009,25.25341634,0.212488023
51119,29.41499147,0.324988235
51165,37.89685601,0.193450569
51023,23.76644344,0.230183063
51590,375.6618188,0.207818737
51063,15.6577257,0.235153473
51683,1672.502013,0.099829332
51117,17.2349473,0.261322778
51193,29.29199134,0.257860274
51181,8.941732863,0.238792315
51157,10.62808817,0.273914818
51077,13.29388956,0.250195618
51530,392.9899321,0.188224665
51097,7.820709582,0.231759007
51036,13.0589003,0.256535224
51017,3.038279084,0.276641294
51045,5.742945468,0.238143908
50025,22.23136636,0.235609278
50019,14.6791899,0.227290975
50015,21.53615401,0.176719985
50017,16.37440451,0.21941058
50027,22.88139039,0.23970764
50011,28.04793345,0.166843507
50021,24.77819436,0.230841615
50001,17.90324199,0.21145457
50023,33.27048387,0.204247492
50003,21.33542482,0.231964008
50005,17.78746175,0.217154009
50007,104.9349098,0.15479352
50013,14.59003825,0.215608284
50009,3.400343543,0.266554054
22013,6.094870159,0.211430332
22027,7.126421789,0.20920384
22011,12.09211995,0.157844344
22071,425.4823838,0.154688709
22017,97.9904295,0.177638577
22057,30.32656437,0.155855071
22009,17.6866827,0.174342437
22049,9.989558456,0.202447459
22125,13.85784001,0.150313562
22037,16.54117078,0.18453508
22097,33.90944204,0.16312366
22119,23.20357902,0.200887302
22033,374.5629102,0.143194909
22105,60.86642301,0.146010123
22031,11.56522196,0.181933463
22019,76.4219669,0.150288537
22069,11.13780171,0.164756371
22099,24.44153606,0.159248957
22115,14.02998925,0.131746846
22103,93.99195625,0.17466767
22045,43.65436951,0.152885272
22051,333.1699077,0.172926361
22059,8.615710055,0.154490775
22075,7.612328015,0.13523283
22021,6.881652961,0.182148041
22083,13.70137307,0.177935233
22101,27.64929587,0.171646625
22073,97.97000125,0.150632911
22003,11.45279842,0.145218003
22007,21.93988451,0.187256486
22015,57.29357087,0.146855483
22061,39.54015254,0.139088035
22085,8.448729357,0.208677593
22055,346.3266308,0.137302109
22029,9.643468704,0.186563169
22063,79.36392574,0.133186208
22039,18.3569558,0.1570713
22127,5.546335995,0.184177998
22005,161.1991082,0.121566178
22123,10.44453343,0.204263606
22109,28.44218705,0.147567464
22065,5.943573674,0.162823201
22077,13.56081583,0.212768008
22079,36.83896071,0.164198965
22089,51.05156408,0.138977697
22111,8.998082784,0.213882966
22025,4.645248373,0.177316115
22047,17.86508999,0.166854044
22093,30.80394297,0.180571372
22121,51.47079046,0.141570473
22117,25.94067588,0.183863801
22023,1.321563048,0.175654031
22041,12.01337971,0.186466394
22001,33.76667457,0.158204652
22043,12.86617888,0.150557034
22053,18.88428871,0.16437719
22087,27.36189279,0.121626871
22067,12.27389581,0.191083548
22113,16.98293439,0.158386836
22091,10.28553679,0.203991943
22081,7.309318944,0.192938706
22035,6.502205183,0.148679448
31045,2.263591949,0.196463415
31049,1.611522668,0.252585738
