,population density P,proportion A
16069,19.02813419,0.20277494
16015,1.544689697,0.273049645
16041,8.221214213,0.141397774
16051,10.80751928,0.119132405
16057,14.20691855,0.141740253
16085,1.216709574,0.260132834
16053,15.56096324,0.132084811
16029,1.511175682,0.17461221
16059,0.675725771,0.305176087
16077,2.112038226,0.165820213
16087,2.756842222,0.256715565
16043,2.731681956,0.174273549
16039,3.575904226,0.138705739
16067,10.94763647,0.156426652
16031,3.700165338,0.14000486
16049,0.753249333,0.281319877
16075,23.930746,0.188073575
16021,3.6533698,0.234220785
16027,148.1153254,0.14136615
16073,0.598632984,0.181032312
16001,180.5106711,0.151054325
16019,25.23304486,0.133708173
16009,4.706146118,0.229356836
16011,8.754033378,0.144446992
16045,13.10323609,0.22220479
16047,8.21967183,0.178065509
16079,1.929644628,0.23686209
16017,9.510522213,0.255397745
16055,50.67755713,0.192474455
16081,9.989739898,0.127074198
16013,3.537265996,0.208419145
16063,1.644416613,0.146674469
16035,1.357444538,0.282538955
16007,2.346468871,0.210518053
16071,1.470795089,0.196890057
